          #TimingDataCake,      data.timestamp,                               data.task,            data.duration
          #TimingDataCake,  20241230-153719.26,                        inject-variables,                 00:00:00
          #TimingDataCake,  20241230-153720.63,                            javadocs-gps,         00:00:01.3624489
          #TimingDataCake,  20241230-153843.77,                               binderate,         00:01:23.1432200
          #TimingDataCake,   20241230-153844.1,                         metadata-verify,         00:00:00.3327316
          #TimingDataCake,  20241230-153905.62,                             libs-native,         00:00:21.5126355
          #TimingDataCake,  20241230-154632.43,                                    libs,         00:07:26.7990019
